title,venue,year,author,comment,url,code
Fedstellar: A Platform for Decentralized Federated Learning,arXiv,2306,"Enrique Tomás Martínez Beltrán, Ángel Luis Perales Gómez, Chao Feng, Pedro Miguel Sánchez Sánchez, Sergio López Bernal, Gérôme Bovet, Manuel Gil Pérez, Gregorio Martínez Pérez, Alberto Huertas Celdrán",,https://arxiv.org/abs/2306.09750,
FheFL: Fully Homomorphic Encryption Friendly Privacy-Preserving Federated Learning with Byzantine Users,arXiv,2306,"Yogachandran Rahulamathavan, Charuka Herath, Xiaolan Liu, Sangarapillai Lambotharan, Carsten Maple",,https://arxiv.org/abs/2306.05112,
Forgettable Federated Linear Learning with Certified Data Removal,arXiv,2306,"Ruinan Jin, Minghui Chen, Qiong Zhang, Xiaoxiao Li",,https://arxiv.org/abs/2306.02216,
Frequency Modulation Aggregation for Federated Learning,arXiv,2306,"Marc Martinez-Gost, Ana Pérez-Neira, Miguel Ángel Lagunas",Paper accepted in 2023 IEEE Global Communications Conference,https://arxiv.org/abs/2306.16347,
Fully Robust Federated Submodel Learning in a Distributed Storage System,arXiv,2306,"Zhusheng Wang, Sennur Ulukus",,https://arxiv.org/abs/2306.05402,
G$^2$uardFL: Safeguarding Federated Learning Against Backdoor Attacks through Attributed Client Graph Clustering,arXiv,2306,"Hao Yu, Chuan Ma, Meng Liu, Tianyu Du, Ming Ding, Tao Xiang, Shouling Ji, Xinwang Liu","19 pages, 7 figures",https://arxiv.org/abs/2306.04984,
GPT-FL: Generative Pre-trained Model-Assisted Federated Learning,arXiv,2306,"Tuo Zhang, Tiantian Feng, Samiul Alam, Dimitrios Dimitriadis, Mi Zhang, Shrikanth S. Narayanan, Salman Avestimehr",,https://arxiv.org/abs/2306.02210,
GQFedWAvg: Optimization-Based Quantized Federated Learning in General Edge Computing Systems,arXiv,2306,"Yangchen Li, Ying Cui, Vincent Lau",to appear in IEEE Transactions on Wireless Communications,https://arxiv.org/abs/2306.07497,
GoMORE: Global Model Reuse for Resource-Constrained Wireless Federated Learning,arXiv,2306,"Jiacheng Yao, Zhaohui Yang, Wei Xu, Mingzhe Chen, Dusit Niyato",accepted by TEEE WCL,https://arxiv.org/abs/2306.05380,
Guiding The Last Layer in Federated Learning with Pre-Trained Models,arXiv,2306,"Gwen Legate, Nicolas Bernier, Lucas Caccia, Edouard Oyallon, Eugene Belilovsky",,https://arxiv.org/abs/2306.03937,
HePCo: Data-Free Heterogeneous Prompt Consolidation for Continual Federated Learning,arXiv,2306,"Shaunak Halbe, James Seale Smith, Junjiao Tian, Zsolt Kira",,https://arxiv.org/abs/2306.09970,
Hiding in Plain Sight: Disguising Data Stealing Attacks in Federated Learning,arXiv,2306,"Kostadin Garov, Dimitar I. Dimitrov, Nikola Jovanović, Martin Vechev",,https://arxiv.org/abs/2306.03013,
Improving Accelerated Federated Learning with Compression and Importance Sampling,arXiv,2306,"Michał Grudzień, Grigory Malinovsky, Peter Richtárik","33 pages, 3 algorithms, 1 figure",https://arxiv.org/abs/2306.03240,
Improving Federated Aggregation with Deep Unfolding Networks,arXiv,2306,"Shanika I Nanayakkara, Shiva Raj Pokhrel, Gang Li","5 pages, 3 figures and submitted to IEEE Network Letters",https://arxiv.org/abs/2306.17362,\href{https://github.com/shanikairoshi/Improved_DUN_basedFL_Aggregation}{here}.
"Integrated Sensing, Computation, and Communication for UAV-assisted Federated Edge Learning",arXiv,2306,"Yao Tang, Guangxu Zhu, Wei Xu, Man Hon Cheung, Tat-Ming Lok, Shuguang Cui",,https://arxiv.org/abs/2306.02990,
Integrated Sensing-Communication-Computation for Edge Artificial Intelligence,arXiv,2306,"Dingzhu Wen, Xiaoyang Li, Yong Zhou, Yuanming Shi, Sheng Wu, Chunxiao Jiang",This paper was accepted by IEEE Internet of Things Magazine on April-18-2024,https://arxiv.org/abs/2306.01162,
Jammer classification with Federated Learning,arXiv,2306,"Peng Wu, Helena Calatrava, Tales Imbiriba, Pau Closas",,https://arxiv.org/abs/2306.02587,
Large-Scale Distributed Learning via Private On-Device Locality-Sensitive Hashing,arXiv,2306,"Tahseen Rabbani, Marco Bornstein, Furong Huang","18 pages, 10 figures",https://arxiv.org/abs/2306.02563,
Learning Across Decentralized Multi-Modal Remote Sensing Archives with Federated Learning,arXiv,2306,"Barış Büyüktaş, Gencer Sumbul, Begüm Demir",Accepted at IEEE International Geoscience and Remote Sensing Symposium (IGARSS) 2023. Our code is available at https://git.tu-berlin.de/rsim/MM-FL,https://arxiv.org/abs/2306.00792,
MLA-BIN: Model-level Attention and Batch-instance Style Normalization for Domain Generalization of Federated Learning on Medical Image Segmentation,arXiv,2306,"Fubao Zhu, Yanhui Tian, Chuang Han, Yanting Li, Jiaofen Nan, Ni Yao, Weihua Zhou","9 pages, 8 figures, 2 tables",https://arxiv.org/abs/2306.17008,
Masked Autoencoders are Efficient Continual Federated Learners,arXiv,2306,"Subarnaduti Paul, Lars-Joel Frey, Roshni Kamath, Kristian Kersting, Martin Mundt",,https://arxiv.org/abs/2306.03542,
Medical Federated Model with Mixture of Personalized and Sharing Components,arXiv,2306,"Yawei Zhao, Qinghe Liu, Xinwang Liu, Kunlun He","Medical data, federated learning, personalized model, similarity network",https://arxiv.org/abs/2306.14483,https://github.com/ApplicationTechnologyOfMedicalBigData/pFedNet-code.
MimiC: Combating Client Dropouts in Federated Learning by Mimicking Central Updates,arXiv,2306,"Yuchang Sun, Yuyi Mao, Jun Zhang",,https://arxiv.org/abs/2306.12212,
Mitigating Evasion Attacks in Federated Learning-Based Signal Classifiers,arXiv,2306,"Su Wang, Rajeev Sahay, Adam Piaseczny, Christopher G. Brinton",Submitted to IEEE Transactions on Cognitive Communications and Networking. arXiv admin note: substantial text overlap with arXiv:2301.08866,https://arxiv.org/abs/2306.04872,
Model-aided Federated Reinforcement Learning for Multi-UAV Trajectory Planning in IoT Networks,arXiv,2306,"Jichao Chen, Omid Esrafilian, Harald Bayerlein, David Gesbert, Marco Caccamo",,https://arxiv.org/abs/2306.02029,
Momentum Benefits Non-IID Federated Learning Simply and Provably,arXiv,2306,"Ziheng Cheng, Xinmeng Huang, Pengfei Wu, Kun Yuan",,https://arxiv.org/abs/2306.16504,
Multi-Site Clinical Federated Learning using Recursive and Attentive Models and NVFlare,arXiv,2306,"Won Joon Yun, Samuel Kim, Joongheon Kim",,https://arxiv.org/abs/2306.16367,
Multi-client distributed blind quantum computation with the Qline architecture,arXiv,2306,"Beatrice Polacchi, Dominik Leichtle, Leonardo Limongi, Gonzalo Carvacho, Giorgio Milani, Nicolò Spagnolo, Marc Kaplan, Fabio Sciarrino, Elham Kashefi",,https://arxiv.org/abs/2306.05195,
NIPD: A Federated Learning Person Detection Benchmark Based on Real-World Non-IID Data,arXiv,2306,"Kangning Yin, Zhen Ding, Zhihua Dong, Dongsheng Chen, Jie Fu, Xinhui Ji, Guangqiang Yin, Zhiguo Wang","8 pages, 5 figures, 3 tables, FL-IJCAI 23 conference",https://arxiv.org/abs/2306.15932,
"On Knowledge Editing in Federated Learning: Perspectives, Challenges, and Future Directions",arXiv,2306,"Leijie Wu, Song Guo, Junxiao Wang, Zicong Hong, Jie Zhang, Jingren Zhou","7 pages, 1 figure, 2 tabels",https://arxiv.org/abs/2306.01431,
On the resilience of Collaborative Learning-based Recommender Systems Against Community Detection Attack,arXiv,2306,"Yacine Belal, Sonia Ben Mokhtar, Mohamed Maouche, Anthony Simonet-Boulogne",,https://arxiv.org/abs/2306.08929,
Opportunistic Transmission of Distributed Learning Models in Mobile UAVs,arXiv,2306,"Jingxin Li, Xiaolan Liu, Toktam Mahmoodi",,https://arxiv.org/abs/2306.09484,
Optimizing the Collaboration Structure in Cross-Silo Federated Learning,arXiv,2306,"Wenxuan Bao, Haohan Wang, Jun Wu, Jingrui He",Accepted by ICML 2023,https://arxiv.org/abs/2306.06508,
Over-the-Air Federated Learning In Broadband Communication,arXiv,2306,"Wayne Lemieux, Raphael Pinard, Mitra Hassani",,https://arxiv.org/abs/2306.01963,
Over-the-Air Federated Learning in Satellite systems,arXiv,2306,"Edward Akito Carlos, Raphael Pinard, Mitra Hassani",arXiv admin note: text overlap with arXiv:2211.01573,https://arxiv.org/abs/2306.02996,
PeFLL: Personalized Federated Learning by Learning to Learn,arXiv,2306,"Jonathan Scott, Hossein Zakerinia, Christoph H. Lampert",,https://arxiv.org/abs/2306.05515,
Performance Analysis and Evaluation of Post Quantum Secure Blockchained Federated Learning,arXiv,2306,"Dev Gurung, Shiva Raj Pokhrel, Gang Li",,https://arxiv.org/abs/2306.14772,
Personalization Disentanglement for Federated Learning: An explainable perspective,arXiv,2306,"Peng Yan, Guodong Long",,https://arxiv.org/abs/2306.03570,
Personalized Federated Domain Adaptation for Item-to-Item Recommendation,arXiv,2306,"Ziwei Fan, Hao Ding, Anoop Deoras, Trong Nghia Hoang","14 pages, Accepted by UAI 2023",https://arxiv.org/abs/2306.03191,
Personalized Federated Learning with Feature Alignment and Classifier Collaboration,arXiv,2306,"Jian Xu, Xinyi Tong, Shao-Lun Huang","ICLR 2023, fix some typos and add the code link",https://arxiv.org/abs/2306.11867,https://github.com/JianXu95/FedPAC
Personalized Graph Federated Learning with Differential Privacy,arXiv,2306,"Francois Gauthier, Vinay Chakravarthi Gogineni, Stefan Werner, Yih-Fang Huang, Anthony Kuh",,https://arxiv.org/abs/2306.06399,
Phoenix: A Federated Generative Diffusion Model,arXiv,2306,"Fiona Victoria Stanley Jothiraj, Afra Mashhadi",,https://arxiv.org/abs/2306.04098,
Pollen: High-throughput Simulation of Federated Learning via Resource-Aware Client Placement,arXiv,2306,"Lorenzo Sani, Pedro Porto Buarque de Gusmão, Alex Iacob, Wanru Zhao, Xinchi Qiu, Yan Gao, Javier Fernandez-Marques, Nicholas Donald Lane",,https://arxiv.org/abs/2306.17453,
Practical Privacy-Preserving Gaussian Process Regression via Secret Sharing,arXiv,2306,"Jinglong Luo, Yehong Zhang, Jiaqi Zhang, Shuang Qin, Hui Wang, Yue Yu, Zenglin Xu",Accepted for the 39th Conference on Uncertainty in Artificial Intelligence (UAI 2023),https://arxiv.org/abs/2306.14498,
Practical and General Backdoor Attacks against Vertical Federated Learning,arXiv,2306,"Yuexin Xuan, Xiaojun Chen, Zhendong Zhao, Bisheng Tang, Ye Dong","17 pages, 7 figures, To appear in ECML PKDD 2023",https://arxiv.org/abs/2306.10746,
Privacy Inference-Empowered Stealthy Backdoor Attack on Federated Learning under Non-IID Scenarios,arXiv,2306,"Haochen Mei, Gaolei Li, Jun Wu, Longfei Zheng",It can be accepted IJCNN,https://arxiv.org/abs/2306.08011,
Privacy Preserving Bayesian Federated Learning in Heterogeneous Settings,arXiv,2306,"Disha Makhija, Joydeep Ghosh, Nhat Ho",,https://arxiv.org/abs/2306.07959,
Privacy and Fairness in Federated Learning: on the Perspective of Trade-off,arXiv,2306,"Huiqiang Chen, Tianqing Zhu, Tao Zhang, Wanlei Zhou, Philip S. Yu",,https://arxiv.org/abs/2306.14123,
Private Aggregation in Wireless Federated Learning with Heterogeneous Clusters,arXiv,2306,"Maximilian Egger, Christoph Hofmeister, Antonia Wachter-Zeh, Rawad Bitar",,https://arxiv.org/abs/2306.14088,
Private Federated Frequency Estimation: Adapting to the Hardness of the Instance,arXiv,2306,"Jingfeng Wu, Wennan Zhu, Peter Kairouz, Vladimir Braverman",NeurIPS 2023 camera ready version,https://arxiv.org/abs/2306.09396,
Private Federated Learning in Gboard,arXiv,2306,"Yuanbo Zhang, Daniel Ramage, Zheng Xu, Yanxiang Zhang, Shumin Zhai, Peter Kairouz",,https://arxiv.org/abs/2306.14793,
Private Networked Federated Learning for Nonsmooth Objectives,arXiv,2306,"François Gauthier, Cristiano Gratton, Naveen K. D. Venkategowda, Stefan Werner",30 pages,https://arxiv.org/abs/2306.14012,
Provably Personalized and Robust Federated Learning,arXiv,2306,"Mariel Werner, Lie He, Michael Jordan, Martin Jaggi, Sai Praneeth Karimireddy",,https://arxiv.org/abs/2306.08393,
"Quantum Federated Learning: Analysis, Design and Implementation Challenges",arXiv,2306,"Dev Gurung, Shiva Raj Pokhrel, Gang Li",,https://arxiv.org/abs/2306.15708,
RHFedMTL: Resource-Aware Hierarchical Federated Multi-Task Learning,arXiv,2306,"Xingfu Yi, Rongpeng Li, Chenghui Peng, Fei Wang, Jianjun Wu, Zhifeng Zhao","11 pages, 8 figures",https://arxiv.org/abs/2306.00675,
Randomized Quantization is All You Need for Differential Privacy in Federated Learning,arXiv,2306,"Yeojoon Youn, Zihao Hu, Juba Ziani, Jacob Abernethy",,https://arxiv.org/abs/2306.11913,
Reinforcement Federated Learning Method Based on Adaptive OPTICS Clustering,arXiv,2306,"Tianyu Zhao, Junping Du, Yingxia Shao, Zeli Guan","There is a declarative error in the method part, we want to withdraw the revision first, so as not to mislead others",https://arxiv.org/abs/2306.12859,
Resilient Constrained Learning,arXiv,2306,"Ignacio Hounie, Alejandro Ribeiro, Luiz F. O. Chamon",,https://arxiv.org/abs/2306.02426,
Resource Aware Clustering for Tackling the Heterogeneity of Participants in Federated Learning,arXiv,2306,"Rahul Mishra, Hari Prabhat Gupta, Garvit Banga","13 pages, 4 figures",https://arxiv.org/abs/2306.04207,
Resource-Efficient Federated Hyperdimensional Computing,arXiv,2306,"Nikita Zeulin, Olga Galinina, Nageen Himayat, Sergey Andreev","Accepted to Federated Learning Systems (FLSys) workshop, in Conjunction with the 6th MLSys Conference (MLSys 2023)",https://arxiv.org/abs/2306.01339,
Riemannian Low-Rank Model Compression for Federated Learning with Over-the-Air Aggregation,arXiv,2306,"Ye Xue, Vincent Lau",This paper has been accepted for publication as a REGULAR paper in the IEEE Transactions on Signal Processing,https://arxiv.org/abs/2306.02433,
SRATTA : Sample Re-ATTribution Attack of Secure Aggregation in Federated Learning,arXiv,2306,"Tanguy Marchand, Régis Loeb, Ulysse Marteau-Ferey, Jean Ogier du Terrail, Arthur Pignet",Accepted to ICML2023,https://arxiv.org/abs/2306.07644,
Secure and Fast Asynchronous Vertical Federated Learning via Cascaded Hybrid Optimization,arXiv,2306,"Ganyu Wang, Qingsong Zhang, Li Xiang, Boyu Wang, Bin Gu, Charles Ling",Under Review,https://arxiv.org/abs/2306.16077,
Split Learning in 6G Edge Networks,arXiv,2306,"Zheng Lin, Guanqiao Qu, Xianhao Chen, Kaibin Huang","7 pages, 6 figures",https://arxiv.org/abs/2306.12194,
Surrogate Model Extension (SME): A Fast and Accurate Weight Update Attack on Federated Learning,arXiv,2306,"Junyi Zhu, Ruicong Yao, Matthew B. Blaschko",Accepted at ICML 2023,https://arxiv.org/abs/2306.00127,https://github.com/JunyiZhu-AI/surrogate_model_extension.
Synthetic data shuffling accelerates the convergence of federated learning under data heterogeneity,arXiv,2306,"Bo Li, Yasin Esfandiari, Mikkel N. Schmidt, Tommy S. Alstrøm, Sebastian U. Stich",Accepted at TMLR,https://arxiv.org/abs/2306.13263,
Temporal Gradient Inversion Attacks with Robust Optimization,arXiv,2306,"Bowen Li, Hanlin Gu, Ruoxin Chen, Jie Li, Chentao Wu, Na Ruan, Xueming Si, Lixin Fan",24 pages,https://arxiv.org/abs/2306.07883,
Timely Asynchronous Hierarchical Federated Learning: Age of Convergence,arXiv,2306,"Purbesh Mitra, Sennur Ulukus",,https://arxiv.org/abs/2306.12400,
Towards Bias Correction of FedAvg over Nonuniform and Time-Varying Communications,arXiv,2306,"Ming Xiang, Stratis Ioannidis, Edmund Yeh, Carlee Joe-Wong, Lili Su",,https://arxiv.org/abs/2306.00280,
Towards Fast Personalized Semi-Supervised Federated Learning in Edge Networks: Algorithm Design and Theoretical Guarantee,arXiv,2306,"Shuai Wang, Yanqing Xu, Yanyi Yuan, Tony Q. S. Quek",,https://arxiv.org/abs/2306.04155,
Towards Practical Federated Causal Structure Learning,arXiv,2306,"Zhaoyu Wang, Pingchuan Ma, Shuai Wang",,https://arxiv.org/abs/2306.09433,
Towards Quantum Federated Learning,arXiv,2306,"Chao Ren, Han Yu, Rudai Yan, Minrui Xu, Yuan Shen, Huihui Zhu, Dusit Niyato, Zhao Yang Dong, Leong Chuan Kwek",Survey of quantum federated learning (QFL),https://arxiv.org/abs/2306.09912,
Towards Sybil Resilience in Decentralized Learning,arXiv,2306,"Thomas Werthenbach, Johan Pouwelse",,https://arxiv.org/abs/2306.15044,
Understanding Generalization of Federated Learning via Stability: Heterogeneity Matters,arXiv,2306,"Zhenyu Sun, Xiaochun Niu, Ermin Wei",Submitted to NeurIPS 2023,https://arxiv.org/abs/2306.03824,
Understanding How Consistency Works in Federated Learning via Stage-wise Relaxed Initialization,arXiv,2306,"Yan Sun, Li Shen, Dacheng Tao",32 pages,https://arxiv.org/abs/2306.05706,
Unlocking the Potential of Federated Learning for Deeper Models,arXiv,2306,"Haolin Wang, Xuefeng Liu, Jianwei Niu, Shaojie Tang, Jiaxing Shen","16 pages, 8 figures",https://arxiv.org/abs/2306.02701,
VERTICES: Efficient Two-Party Vertical Federated Linear Model with TTP-aided Secret Sharing,arXiv,2306,"Mingxuan Fan, Yilun Jin, Liu Yang, Zhenghang Ren, Kai Chen",,https://arxiv.org/abs/2306.16139,
Vision Through the Veil: Differential Privacy in Federated Learning for Medical Image Classification,arXiv,2306,"Kishore Babu Nampalle, Pradeep Singh, Uppala Vivek Narayan, Balasubramanian Raman","18 pages, 3 figures, 1 table, 1 algorithm",https://arxiv.org/abs/2306.17794,
When Decentralized Optimization Meets Federated Learning,arXiv,2306,"Hongchang Gao, My T. Thai, Jie Wu",Accepted to IEEE Network,https://arxiv.org/abs/2306.02570,
"When Foundation Model Meets Federated Learning: Motivations, Challenges, and Future Directions",arXiv,2306,"Weiming Zhuang, Chen Chen, Lingjuan Lyu",,https://arxiv.org/abs/2306.15546,
Your Room is not Private: Gradient Inversion Attack on Reinforcement Learning,arXiv,2306,"Miao Li, Wenhao Ding, Ding Zhao","7 pages, 4 figures, 2 tables",https://arxiv.org/abs/2306.09273,
"A Decade of Research in Fog computing: Relevance, Challenges, and Future Directions",arXiv,2305,Satish Narayana Srirama,Accepted for publication at Wiley Software: Practice and Experience journal,https://arxiv.org/abs/2305.01974,
A Deep Reinforcement Learning-based Reserve Optimization in Active Distribution Systems for Tertiary Frequency Regulation,arXiv,2305,"Mukesh Gautam, Rakib Hossain, Mohammad MansourLakouraj, Narayan Bhusal, Mohammed Benidris, Hanif Livani",Published in the Proceedings of the IEEE Power & Energy Society General Meeting (PESGM) 2022,https://arxiv.org/abs/2305.04163,
A Federated Channel Modeling System using Generative Neural Networks,arXiv,2305,"Saira Bano, Pietro Cassarà, Nicola Tonellotto, Alberto Gotta",,https://arxiv.org/abs/2305.18856,
A Federated Learning-based Industrial Health Prognostics for Heterogeneous Edge Devices using Matched Feature Extraction,arXiv,2305,"Anushiya Arunan, Yan Qin, Xiaoli Li, Chau Yuen","17 pages, 11 figures, and 6 tables",https://arxiv.org/abs/2305.07854,
