title,author,venue_name,publish_date,url,code,created_date
On the Limitations and Prospects of Machine Unlearning for Generative AI,"Shiji Zhou, Lianzhe Wang, Jiangnan Ye, Yongliang Wu, Heng Chang","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li><li><span style=""color: #FF33A1;"">arXiv:2408.00376, 2024</span></li></ul>",2024-08-02,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2408.00376"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2024)]</a></li><li><a href=""http://arxiv.org/abs/2408.00376v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2024-08-01)]</a></li><li><a href=""https://arxiv.org/abs/2408.00376"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2024-08-02)]</a></li></ul>",,2024-11-03
"Experience, plausibility, and evidence",T Poston,"<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2024-08-02,"<ul><li><a href=""http://tedposton.org/Documents/expplaus.pdf"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-08-02)]</a></li></ul>",,2024-08-12
Tamper-Resistant Safeguards for Open-Weight LLMs,"R Tamirisa, B Bharathi, L Phan, A Zhou, A Gatti…","<ul><li><span style=""color: #FF5733;"">arXiv …, 2024</span></li></ul>",2024-08-02,"<ul><li><a href=""https://arxiv.org/abs/2408.00761"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-08-02)]</a></li></ul>",,2024-08-06
Towards Certified Unlearning for Deep Neural Networks,"Binchi Zhang, Yushun Dong, Tianhao Wang, Jundong Li","<ul><li><span style=""color: #FF5733;"">ICML</span></li><li><span style=""color: #3357FF;"">CoRR</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li><li><span style=""color: #FF8C33;"">Forty-first International Conference on …</span></li></ul>",2024-08-01,"<ul><li><a href=""https://openreview.net/forum?id=1mf1ISuyS3"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2024)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2408.00920"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2024)]</a></li><li><a href=""http://arxiv.org/abs/2408.00920v1"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2024-08-01)]</a></li><li><a href=""https://openreview.net/forum?id=1mf1ISuyS3"" target=""_blank"" style=""color: #FF8C33;"">[GoogleScholar (2024-06-07)]</a></li></ul>",,2024-11-03
Verification of Machine Unlearning is Fragile,"Binchi Zhang, Zihan Chen, Cong Shen, Jundong Li","<ul><li><span style=""color: #FF5733;"">ICML</span></li><li><span style=""color: #3357FF;"">CoRR</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li><li><span style=""color: #FF8C33;"">Forty-first International Conference on …</span></li></ul>",2024-08-01,"<ul><li><a href=""https://openreview.net/forum?id=OkChMnjF6s"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2024)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2408.00929"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2024)]</a></li><li><a href=""http://arxiv.org/abs/2408.00929v1"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2024-08-01)]</a></li><li><a href=""https://openreview.net/forum?id=OkChMnjF6s"" target=""_blank"" style=""color: #FF8C33;"">[GoogleScholar (2024-06-07)]</a></li></ul>",,2024-11-03
Knowledge Production in the “Arab-Majority” World and Unlearning in the Field: Autoethnographic Reflections from Lebanon toward Alternative Research Politics,A Kassem,"<ul><li><span style=""color: #FF5733;"">Comparative Studies of South Asia, Africa and the …, 2024</span></li></ul>",2024-08-01,"<ul><li><a href=""https://read.dukeupress.edu/cssaame/article-abstract/44/2/263/389942"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-08-01)]</a></li></ul>",,2024-08-12
Gendered Peace through International Law,"L Arimatsu, C Chinkin","<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2024-08-01,"<ul><li><a href=""https://library.oapen.org/handle/20.500.12657/92550"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-08-01)]</a></li></ul>",,2024-08-06
IDEA: A Flexible Framework of Certified Unlearning for Graph Neural Networks,"Yushun Dong, Binchi Zhang, Zhenyu Lei, Na Zou, Jundong Li","<ul><li><span style=""color: #FF5733;"">KDD '24: Proceedings of the 30th ACM SIGKDD Conference on Knowledge Discovery and Data Mining</span></li><li><span style=""color: #3357FF;"">KDD</span></li><li><span style=""color: #FF33A1;"">CoRR</span></li><li><span style=""color: #FF8C33;"">arXiv</span></li><li><span style=""color: #8C33FF;"">arXiv:2407.19398, 2024</span></li></ul>",2024-08,"<ul><li><a href=""https://dl.acm.org/doi/10.1145/3637528.3671744"" target=""_blank"" style=""color: #FF5733;"">[ACM (2024-08)]</a></li><li><a href=""https://doi.org/10.1145/3637528.3671744"" target=""_blank"" style=""color: #3357FF;"">[DBLP (2024)]</a></li><li><a href=""https://doi.org/10.48550/arXiv.2407.19398"" target=""_blank"" style=""color: #FF33A1;"">[DBLP (2024)]</a></li><li><a href=""http://arxiv.org/abs/2407.19398v1"" target=""_blank"" style=""color: #FF8C33;"">[arXiv (2024-07-28)]</a></li><li><a href=""https://arxiv.org/abs/2407.19398"" target=""_blank"" style=""color: #8C33FF;"">[GoogleScholar (2024-07-28)]</a></li></ul>",,2024-11-03
Machine Unlearning in Generative AI: A Survey,"Zheyuan Liu, Guangyao Dou, Zhaoxuan Tan, Yijun Tian, Meng Jiang","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li><li><span style=""color: #FF33A1;"">arXiv:2407.20516, 2024</span></li></ul>",2024-07-31,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2407.20516"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2024)]</a></li><li><a href=""http://arxiv.org/abs/2407.20516v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2024-07-30)]</a></li><li><a href=""https://arxiv.org/abs/2407.20516"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2024-07-31)]</a></li></ul>","<ul><li><a href=""https://github.com/franciscoliu/GenAI-MU-Reading"" target=""_blank"" style=""color: #3357FF;"">[arXiv - franciscoliu]</a></li></ul>",2024-11-03
Disruption and convergence: generating new conversations through arts research [ISBN: 9789004700987]/edited by Rebecca Bourgault and,,"<ul><li><span style=""color: #FF5733;"">GoogleScholar</span></li></ul>",2024-07-31,"<ul><li><a href=""https://radar.brookes.ac.uk/radar/file/00ee1b35-df2c-476e-b7d9-61c983f77d04/1/Vapeing%20-%209789004700987%20-%202024%20-%20Hall%20Payne.pdf"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-31)]</a></li></ul>",,2024-08-12
"The Intentional Layering of Love, Imagination, and Expression as a Pathway to Freedom: A Conversation with Drs. Detra Price and Yolanda Sealey-Ruiz","C Touloukian, D Price…","<ul><li><span style=""color: #FF5733;"">VUE (Voices …, 2024</span></li></ul>",2024-07-31,"<ul><li><a href=""https://vue.metrocenter.steinhardt.nyu.edu/article/id/159/"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-31)]</a></li></ul>",,2024-08-06
Video anomaly detection using diverse motion-conditioned adversarial predictive network,"J Wang, G Ji, B Zhao","<ul><li><span style=""color: #FF5733;"">Neural Computing and Applications, 2024</span></li></ul>",2024-07-31,"<ul><li><a href=""https://link.springer.com/article/10.1007/s00521-024-10173-7"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-31)]</a></li></ul>",,2024-08-06
"Weaving, unweaving, reweaving: personal, social and creative experiences of process drama with Community Languages teachers",Z Hogan,"<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2024-07-31,"<ul><li><a href=""https://ses.library.usyd.edu.au/handle/2123/32865"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-31)]</a></li></ul>",,2024-08-06
Digital transformation through organisational unlearning: insights from practitioners' voice,"S Maccioni, C Ghiringhelli","<ul><li><span style=""color: #FF5733;"">Knowledge Management Research & …, 2024</span></li></ul>",2024-07-30,"<ul><li><a href=""https://www.tandfonline.com/doi/abs/10.1080/14778238.2024.2383371"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-30)]</a></li></ul>",,2024-08-06
Unmasking unlearnable models: a classification challenge for biomedical images without visible cues,"Shivam Kumar, Samrat Chatterjee","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li></ul>",2024-07-29,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2407.19773"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2024)]</a></li><li><a href=""http://arxiv.org/abs/2407.19773v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2024-07-29)]</a></li></ul>",,2024-11-03
Graph Memory Learning: Imitating Lifelong Remembering and Forgetting of Brain Networks,"J Miao, L Hu, Q Zhang, L Cao","<ul><li><span style=""color: #FF5733;"">arXiv:2407.19183, 2024</span></li></ul>",2024-07-27,"<ul><li><a href=""https://arxiv.org/abs/2407.19183"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-27)]</a></li></ul>",,2024-08-06
Challenges in Upholding Human Autonomy through the Right to be Forgotten,"S Zarrin, IU Mendieta","<ul><li><span style=""color: #FF5733;"">… on Advanced Research Methods and Analytics …, 2024</span></li></ul>",2024-07-27,"<ul><li><a href=""https://merit.url.edu/en/publications/challenges-in-upholding-human-autonomy-through-the-right-to-be-fo"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-27)]</a></li></ul>",,2024-07-29
Composing (With) Theories of Acoustics and Pitch Perception After 1950,NL Kahrs,"<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2024-07-27,"<ul><li><a href=""https://search.proquest.com/openview/7063b1d6104df567d50f4203c8e500cf/1?pq-origsite=gscholar&cbl=18750&diss=y"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-27)]</a></li></ul>",,2024-07-29
Interstitial Transmogrification—Boundaries as Bridges for Serendipities of Stewardship: Alchemical Hermeneutics of Gift Culture Recovery,MC Foecke,"<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2024-07-27,"<ul><li><a href=""https://search.proquest.com/openview/9a8402bed30096f03daf9d4464a49aba/1?pq-origsite=gscholar&cbl=18750&diss=y"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-27)]</a></li></ul>",,2024-07-29
Leveraging Attack Algorithms for Approximate Unlearning in Machine Learning: A New Paradigm for Privacy Enhancement,N Sula,"<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2024-07-27,"<ul><li><a href=""https://search.proquest.com/openview/75d349e25ec094c636f68baee7f4cf8d/1?pq-origsite=gscholar&cbl=18750&diss=y"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-27)]</a></li></ul>",,2024-07-29
Leveraging Latent Fields for Accurately Attributing Model Behavior,E Payne,"<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2024-07-27,"<ul><li><a href=""https://search.proquest.com/openview/88166e0095fe19975f104ba5bccc6757/1?pq-origsite=gscholar&cbl=18750&diss=y"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-27)]</a></li></ul>",,2024-07-29
"Master of None Living, Thinking and Co-Creating with Unruly Frigid Bodies",G Chenni Veettil,"<ul><li><span style=""color: #FF5733;"">2024</span></li><li><span style=""color: #3357FF;"">2024</span></li></ul>",2024-07-27,"<ul><li><a href=""https://search.proquest.com/openview/d0b9fb50c24b87e67132714ca2d51703/1?pq-origsite=gscholar&cbl=18750&diss=y"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-27)]</a></li><li><a href=""https://surface.syr.edu/thesis/836/"" target=""_blank"" style=""color: #3357FF;"">[GoogleScholar (2024-06-25)]</a></li></ul>",,2024-07-29
Machine Unlearning using a Multi-GAN based Model,"Amartya Hatua, Trung T. Nguyen, Andrew H. Sung","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li><li><span style=""color: #FF33A1;"">arXiv:2407.18467, 2024</span></li></ul>",2024-07-26,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2407.18467"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2024)]</a></li><li><a href=""http://arxiv.org/abs/2407.18467v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2024-07-26)]</a></li><li><a href=""https://arxiv.org/abs/2407.18467"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2024-07-26)]</a></li></ul>",,2024-11-03
Revisiting Machine Unlearning with Dimensional Alignment,"Seonguk Seo, Dongwan Kim, Bohyung Han","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li><li><span style=""color: #FF33A1;"">arXiv:2407.17710, 2024</span></li></ul>",2024-07-26,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2407.17710"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2024)]</a></li><li><a href=""http://arxiv.org/abs/2407.17710v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2024-07-25)]</a></li><li><a href=""https://arxiv.org/abs/2407.17710"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2024-07-26)]</a></li></ul>",,2024-11-03
Bad Teaching in Machine Unlearning with Similarity-based Sampling,C Savelli,"<ul><li><span style=""color: #FF5733;"">2024</span></li></ul>",2024-07-26,"<ul><li><a href=""https://webthesis.biblio.polito.it/31851/"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-26)]</a></li></ul>",,2024-08-12
Demystifying Verbatim Memorization in Large Language Models,"J Huang, D Yang, C Potts","<ul><li><span style=""color: #FF5733;"">arXiv:2407.17817, 2024</span></li></ul>",2024-07-26,"<ul><li><a href=""https://arxiv.org/abs/2407.17817"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-26)]</a></li></ul>",,2024-07-29
Investigating learning-independent abstract reasoning in artificial neural networks,"T Barak, Y Loewenstein","<ul><li><span style=""color: #FF5733;"">arXiv:2407.17791, 2024</span></li></ul>",2024-07-26,"<ul><li><a href=""https://arxiv.org/abs/2407.17791"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-26)]</a></li></ul>",,2024-07-29
Revisiting Art's Education,"D Atkinson, J Baldacchino","<ul><li><span style=""color: #FF5733;"">… Journal of Art & Design Education, 2024</span></li></ul>",2024-07-26,"<ul><li><a href=""https://onlinelibrary.wiley.com/doi/abs/10.1111/jade.12529"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-26)]</a></li></ul>",,2024-07-29
Learn while Unlearn: An Iterative Unlearning Framework for Generative Language Models,"Haoyu Tang, Ye Liu, Xukai Liu, Kai Zhang, Yanghai Zhang, Qi Liu, Enhong Chen","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li><li><span style=""color: #FF8C33;"">arXiv …, 2024</span></li></ul>",2024-07-25,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2407.20271"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2024)]</a></li><li><a href=""http://arxiv.org/abs/2407.20271v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2024-07-25)]</a></li><li><a href=""http://arxiv.org/abs/2407.20271v2"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2024-07-25)]</a></li><li><a href=""https://arxiv.org/abs/2407.20271"" target=""_blank"" style=""color: #FF8C33;"">[GoogleScholar (2024-07-25)]</a></li></ul>",,2024-11-03
Revisiting Who&apos;s Harry Potter: Towards Targeted Unlearning from a Causal Intervention Perspective,"Yujian Liu, Yang Zhang, Tommi S. Jaakkola, Shiyu Chang","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li><li><span style=""color: #FF33A1;"">arXiv</span></li><li><span style=""color: #FF8C33;"">arXiv:2407.16997, 2024</span></li></ul>",2024-07-25,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2407.16997"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2024)]</a></li><li><a href=""http://arxiv.org/abs/2407.16997v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2024-07-24): Revisiting Who's Harry Potter: Towards Targeted Unlearning from a Causal Intervention Perspective]</a></li><li><a href=""http://arxiv.org/abs/2407.16997v2"" target=""_blank"" style=""color: #FF33A1;"">[arXiv (2024-07-24): Revisiting Who's Harry Potter: Towards Targeted Unlearning from a Causal Intervention Perspective]</a></li><li><a href=""https://arxiv.org/abs/2407.16997"" target=""_blank"" style=""color: #FF8C33;"">[GoogleScholar (2024-07-25): Revisiting Who's Harry Potter: Towards Targeted Unlearning from a Causal Intervention Perspective]</a></li></ul>","<ul><li><a href=""https://github.com/UCSB-NLP-Chang/causal_unlearn"" target=""_blank"" style=""color: #3357FF;"">[arXiv - UCSB-NLP-Chang]</a></li><li><a href=""https://github.com/UCSB-NLP-Chang/causal_unlearn"" target=""_blank"" style=""color: #FF33A1;"">[arXiv - UCSB-NLP-Chang]</a></li></ul>",2024-11-03
Towards Transfer Unlearning: Empirical Evidence of Cross-Domain Bias Mitigation,"Huimin Lu, Masaru Isonuma, Junichiro Mori, Ichiro Sakata","<ul><li><span style=""color: #FF5733;"">CoRR</span></li><li><span style=""color: #3357FF;"">arXiv</span></li><li><span style=""color: #FF33A1;"">arXiv:2407.16951, 2024</span></li></ul>",2024-07-25,"<ul><li><a href=""https://doi.org/10.48550/arXiv.2407.16951"" target=""_blank"" style=""color: #FF5733;"">[DBLP (2024)]</a></li><li><a href=""http://arxiv.org/abs/2407.16951v1"" target=""_blank"" style=""color: #3357FF;"">[arXiv (2024-07-24)]</a></li><li><a href=""https://arxiv.org/abs/2407.16951"" target=""_blank"" style=""color: #FF33A1;"">[GoogleScholar (2024-07-25)]</a></li></ul>",,2024-11-03
Robust Knowledge Unlearning via Mechanistic Localizations,"PH Guo, A Syed, A Sheshadri, A Ewart…","<ul><li><span style=""color: #FF5733;"">ICML 2024 Next …</span></li></ul>",2024-07-25,"<ul><li><a href=""https://openreview.net/forum?id=fFw9gUksg9"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-25)]</a></li></ul>",,2024-08-06
An associative learning account of how infants learn about causal action in animates and inanimates: A critical re-examination of 4 classic studies,,"<ul><li><span style=""color: #FF5733;"">GoogleScholar</span></li></ul>",2024-07-25,"<ul><li><a href=""https://osf.io/wsxqu/download"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-25)]</a></li></ul>",,2024-07-29
Critically unlearning about madness and distress: Reflections on social work education and activism in Ireland,L Sapouna,"<ul><li><span style=""color: #FF5733;"">International Mad Studies Journal, 2024</span></li></ul>",2024-07-25,"<ul><li><a href=""https://journals.publicknowledgeproject.org/psychegeloof/index.php/imsj/article/view/6280"" target=""_blank"" style=""color: #FF5733;"">[GoogleScholar (2024-07-25)]</a></li></ul>",,2024-07-29
